ID,name,score1,score2
7932,Student_7932,69,78
7933,Student_7933,67,59
7934,Student_7934,74,82
7935,Student_7935,89,93
7936,Student_7936,71,71
7937,Student_7937,96,50
7938,Student_7938,56,72
7939,Student_7939,86,51
7940,Student_7940,58,91
7941,Student_7941,57,76
7942,Student_7942,64,96
7943,Student_7943,81,51
7944,Student_7944,81,88
7945,Student_7945,94,56
7946,Student_7946,94,79
7947,Student_7947,95,96
7948,Student_7948,79,67
7949,Student_7949,87,57
7950,Student_7950,89,69
7951,Student_7951,80,91
7952,Student_7952,84,74
7953,Student_7953,74,69
7954,Student_7954,68,74
7955,Student_7955,86,86
7956,Student_7956,80,53
7957,Student_7957,58,69
7958,Student_7958,52,50
7959,Student_7959,93,97
7960,Student_7960,61,100
7961,Student_7961,75,58
7962,Student_7962,57,51
7963,Student_7963,78,84
7964,Student_7964,72,88
7965,Student_7965,77,57
7966,Student_7966,98,81
7967,Student_7967,71,63
7968,Student_7968,99,99
7969,Student_7969,94,58
7970,Student_7970,94,94
7971,Student_7971,70,82
7972,Student_7972,80,83
7973,Student_7973,83,93
7974,Student_7974,83,81
7975,Student_7975,57,83
7976,Student_7976,84,68
7977,Student_7977,98,73
7978,Student_7978,78,88
7979,Student_7979,75,68
7980,Student_7980,65,66
7981,Student_7981,62,68
7982,Student_7982,89,75
7983,Student_7983,69,59
7984,Student_7984,88,66
7985,Student_7985,95,86
7986,Student_7986,59,72
7987,Student_7987,58,92
7988,Student_7988,83,83
7989,Student_7989,98,91
7990,Student_7990,84,67
7991,Student_7991,97,88
7992,Student_7992,65,51
7993,Student_7993,59,74
7994,Student_7994,51,64
7995,Student_7995,55,96
7996,Student_7996,99,85
7997,Student_7997,86,88
7998,Student_7998,84,88
7999,Student_7999,72,78
8000,Student_8000,56,78
8001,Student_8001,76,100
8002,Student_8002,62,70
8003,Student_8003,100,54
8004,Student_8004,93,100
8005,Student_8005,90,86
8006,Student_8006,90,75
8007,Student_8007,53,75
8008,Student_8008,83,62
8009,Student_8009,70,50
8010,Student_8010,97,67
8011,Student_8011,83,51
8012,Student_8012,97,88
8013,Student_8013,84,78
8014,Student_8014,84,77
8015,Student_8015,89,73
8016,Student_8016,92,95
8017,Student_8017,95,96
8018,Student_8018,53,85
8019,Student_8019,76,73
8020,Student_8020,81,63
8021,Student_8021,65,93
8022,Student_8022,60,51
8023,Student_8023,99,62
8024,Student_8024,74,72
8025,Student_8025,58,92
8026,Student_8026,92,57
8027,Student_8027,62,51
8028,Student_8028,78,61
8029,Student_8029,55,54
8030,Student_8030,56,59
8031,Student_8031,87,94
8032,Student_8032,65,87
8033,Student_8033,86,86
8034,Student_8034,63,97
8035,Student_8035,66,51
8036,Student_8036,91,88
8037,Student_8037,84,69
8038,Student_8038,84,51
8039,Student_8039,74,52
8040,Student_8040,61,66
8041,Student_8041,75,77
8042,Student_8042,76,64
8043,Student_8043,89,89
8044,Student_8044,54,75
8045,Student_8045,55,54
8046,Student_8046,64,78
8047,Student_8047,98,79
8048,Student_8048,61,66
8049,Student_8049,94,94
8050,Student_8050,73,97
8051,Student_8051,53,51
8052,Student_8052,65,50
8053,Student_8053,64,88
8054,Student_8054,84,100
8055,Student_8055,60,53
8056,Student_8056,63,81
8057,Student_8057,56,61
8058,Student_8058,76,84
8059,Student_8059,89,55
8060,Student_8060,98,98
8061,Student_8061,58,51
8062,Student_8062,91,85
8063,Student_8063,53,69
8064,Student_8064,62,80
8065,Student_8065,65,57
8066,Student_8066,64,71
8067,Student_8067,52,52
8068,Student_8068,89,77
8069,Student_8069,52,68
8070,Student_8070,58,65
8071,Student_8071,77,96
8072,Student_8072,62,68
8073,Student_8073,95,55
8074,Student_8074,72,64
8075,Student_8075,52,73
8076,Student_8076,58,69
8077,Student_8077,92,54
8078,Student_8078,60,85
8079,Student_8079,89,53
8080,Student_8080,72,74
8081,Student_8081,76,66
8082,Student_8082,58,88
8083,Student_8083,92,73
8084,Student_8084,93,77
8085,Student_8085,60,75
8086,Student_8086,82,99
8087,Student_8087,76,89
8088,Student_8088,51,83
8089,Student_8089,79,58
8090,Student_8090,97,71
8091,Student_8091,64,50
8092,Student_8092,81,58
8093,Student_8093,67,69
8094,Student_8094,50,95
8095,Student_8095,96,70
8096,Student_8096,57,82
8097,Student_8097,64,51
8098,Student_8098,85,87
8099,Student_8099,80,67
8100,Student_8100,54,81
8101,Student_8101,76,74
8102,Student_8102,88,59
8103,Student_8103,54,86
8104,Student_8104,55,51
8105,Student_8105,92,60
8106,Student_8106,51,85
8107,Student_8107,58,69
8108,Student_8108,66,80
8109,Student_8109,89,53
8110,Student_8110,63,61
8111,Student_8111,91,57
8112,Student_8112,89,59
8113,Student_8113,83,84
8114,Student_8114,62,76
8115,Student_8115,82,79
8116,Student_8116,84,54
8117,Student_8117,58,78
8118,Student_8118,75,99
8119,Student_8119,96,71
8120,Student_8120,99,78
8121,Student_8121,81,74
8122,Student_8122,99,62
8123,Student_8123,80,97
8124,Student_8124,65,98
8125,Student_8125,70,88
8126,Student_8126,65,53
8127,Student_8127,62,100
8128,Student_8128,58,84
8129,Student_8129,59,100
8130,Student_8130,82,98
8131,Student_8131,91,88
8132,Student_8132,77,93
8133,Student_8133,70,58
8134,Student_8134,54,64
8135,Student_8135,68,88
8136,Student_8136,93,68
8137,Student_8137,91,98
8138,Student_8138,98,92
8139,Student_8139,75,85
8140,Student_8140,97,95
8141,Student_8141,76,100
8142,Student_8142,50,74
8143,Student_8143,60,54
8144,Student_8144,89,63
8145,Student_8145,90,86
8146,Student_8146,98,53
8147,Student_8147,87,79
8148,Student_8148,95,61
8149,Student_8149,53,50
8150,Student_8150,55,81
8151,Student_8151,51,71
8152,Student_8152,99,60
8153,Student_8153,89,56
8154,Student_8154,85,57
8155,Student_8155,76,79
8156,Student_8156,91,64
8157,Student_8157,97,90
8158,Student_8158,84,62
8159,Student_8159,73,83
8160,Student_8160,78,74
8161,Student_8161,51,96
8162,Student_8162,95,64
8163,Student_8163,78,66
8164,Student_8164,100,66
8165,Student_8165,50,75
8166,Student_8166,66,99
8167,Student_8167,62,87
8168,Student_8168,60,73
8169,Student_8169,56,78
8170,Student_8170,79,77
8171,Student_8171,95,51
8172,Student_8172,75,72
8173,Student_8173,61,86
8174,Student_8174,100,78
8175,Student_8175,51,81
8176,Student_8176,70,50
8177,Student_8177,67,53
8178,Student_8178,70,95
8179,Student_8179,76,74
8180,Student_8180,94,86
8181,Student_8181,61,68
8182,Student_8182,51,98
8183,Student_8183,88,95
8184,Student_8184,77,94
8185,Student_8185,68,99
8186,Student_8186,75,74
8187,Student_8187,82,53
8188,Student_8188,89,92
8189,Student_8189,81,100
8190,Student_8190,86,52
8191,Student_8191,85,100
8192,Student_8192,95,57
8193,Student_8193,53,64
8194,Student_8194,72,62
8195,Student_8195,75,53
8196,Student_8196,57,96
8197,Student_8197,98,93
8198,Student_8198,76,86
8199,Student_8199,65,83
8200,Student_8200,97,65
8201,Student_8201,64,59
8202,Student_8202,58,90
8203,Student_8203,71,67
8204,Student_8204,90,67
8205,Student_8205,62,96
8206,Student_8206,54,65
8207,Student_8207,98,70
8208,Student_8208,71,51
8209,Student_8209,75,54
8210,Student_8210,75,64
8211,Student_8211,76,94
8212,Student_8212,90,54
8213,Student_8213,66,96
8214,Student_8214,69,87
8215,Student_8215,94,69
8216,Student_8216,73,94
8217,Student_8217,93,81
8218,Student_8218,76,68
8219,Student_8219,55,87
8220,Student_8220,92,95
8221,Student_8221,80,90
8222,Student_8222,79,83
8223,Student_8223,53,57
8224,Student_8224,100,58
8225,Student_8225,88,75
8226,Student_8226,68,85
8227,Student_8227,80,82
8228,Student_8228,63,71
8229,Student_8229,56,80
8230,Student_8230,90,85
8231,Student_8231,81,62
8232,Student_8232,92,98
8233,Student_8233,54,99
8234,Student_8234,54,73
8235,Student_8235,85,74
8236,Student_8236,71,84
8237,Student_8237,51,73
8238,Student_8238,77,83
8239,Student_8239,50,80
8240,Student_8240,92,51
8241,Student_8241,81,50
8242,Student_8242,75,71
8243,Student_8243,81,96
8244,Student_8244,55,65
8245,Student_8245,52,90
8246,Student_8246,96,54
8247,Student_8247,61,91
8248,Student_8248,85,98
8249,Student_8249,74,96
8250,Student_8250,91,95
8251,Student_8251,63,84
8252,Student_8252,72,99
8253,Student_8253,57,85
8254,Student_8254,97,83
8255,Student_8255,57,69
8256,Student_8256,73,74
8257,Student_8257,99,87
8258,Student_8258,77,77
8259,Student_8259,62,76
8260,Student_8260,76,93
8261,Student_8261,59,82
8262,Student_8262,63,96
8263,Student_8263,60,93
8264,Student_8264,73,80
8265,Student_8265,51,75
8266,Student_8266,61,100
8267,Student_8267,79,64
8268,Student_8268,65,62
8269,Student_8269,89,60
8270,Student_8270,59,53
8271,Student_8271,68,86
8272,Student_8272,67,82
8273,Student_8273,67,71
8274,Student_8274,60,62
8275,Student_8275,84,59
8276,Student_8276,64,54
8277,Student_8277,97,94
8278,Student_8278,67,57
8279,Student_8279,86,69
8280,Student_8280,66,64
8281,Student_8281,61,89
8282,Student_8282,74,91
8283,Student_8283,55,50
8284,Student_8284,54,64
8285,Student_8285,61,84
8286,Student_8286,99,66
8287,Student_8287,68,96
8288,Student_8288,84,62
8289,Student_8289,100,56
8290,Student_8290,78,81
8291,Student_8291,64,76
8292,Student_8292,81,95
8293,Student_8293,75,68
8294,Student_8294,87,64
8295,Student_8295,64,60
8296,Student_8296,51,50
8297,Student_8297,51,81
8298,Student_8298,67,84
8299,Student_8299,63,95
8300,Student_8300,66,95
8301,Student_8301,63,81
8302,Student_8302,68,100
8303,Student_8303,86,64
8304,Student_8304,55,91
8305,Student_8305,79,71
8306,Student_8306,96,64
8307,Student_8307,75,77
8308,Student_8308,100,52
8309,Student_8309,52,59
8310,Student_8310,94,59
8311,Student_8311,57,95
8312,Student_8312,72,53
8313,Student_8313,94,79
8314,Student_8314,68,97
8315,Student_8315,71,69
8316,Student_8316,83,99
8317,Student_8317,100,74
8318,Student_8318,53,83
8319,Student_8319,96,53
8320,Student_8320,52,88
8321,Student_8321,54,81
8322,Student_8322,72,55
8323,Student_8323,58,64
8324,Student_8324,81,78
8325,Student_8325,52,77
8326,Student_8326,71,50
8327,Student_8327,80,70
8328,Student_8328,68,71
8329,Student_8329,88,94
8330,Student_8330,100,78
8331,Student_8331,96,69
8332,Student_8332,72,99
8333,Student_8333,67,67
8334,Student_8334,59,69
8335,Student_8335,57,93
8336,Student_8336,72,88
8337,Student_8337,85,55
8338,Student_8338,86,71
8339,Student_8339,65,88
8340,Student_8340,100,81
8341,Student_8341,52,67
8342,Student_8342,55,68
8343,Student_8343,86,82
8344,Student_8344,93,89
8345,Student_8345,87,100
8346,Student_8346,80,52
8347,Student_8347,55,81
8348,Student_8348,80,56
8349,Student_8349,62,52
8350,Student_8350,100,97
8351,Student_8351,57,52
8352,Student_8352,66,70
8353,Student_8353,76,86
8354,Student_8354,100,71
8355,Student_8355,98,77
8356,Student_8356,75,61
8357,Student_8357,57,98
8358,Student_8358,55,63
8359,Student_8359,73,70
8360,Student_8360,51,53
8361,Student_8361,65,71
8362,Student_8362,63,87
8363,Student_8363,94,80
8364,Student_8364,60,96
8365,Student_8365,70,77
8366,Student_8366,70,81
8367,Student_8367,76,73
8368,Student_8368,98,99
8369,Student_8369,68,82
8370,Student_8370,97,96
8371,Student_8371,84,63
8372,Student_8372,71,53
8373,Student_8373,93,75
8374,Student_8374,88,61
8375,Student_8375,86,71
8376,Student_8376,50,79
8377,Student_8377,66,65
8378,Student_8378,89,86
8379,Student_8379,76,86
8380,Student_8380,85,96
8381,Student_8381,79,61
8382,Student_8382,79,78
8383,Student_8383,64,62
8384,Student_8384,87,60
8385,Student_8385,51,58
8386,Student_8386,76,59
8387,Student_8387,57,96
8388,Student_8388,86,99
8389,Student_8389,88,77
8390,Student_8390,100,56
8391,Student_8391,55,71
8392,Student_8392,76,66
8393,Student_8393,92,57
8394,Student_8394,98,83
8395,Student_8395,66,72
8396,Student_8396,63,54
8397,Student_8397,95,100
8398,Student_8398,56,65
8399,Student_8399,77,53
8400,Student_8400,92,52
8401,Student_8401,78,82
8402,Student_8402,74,95
8403,Student_8403,97,97
8404,Student_8404,79,83
8405,Student_8405,78,62
8406,Student_8406,81,94
8407,Student_8407,94,61
8408,Student_8408,79,63
8409,Student_8409,98,69
8410,Student_8410,92,77
8411,Student_8411,80,51
8412,Student_8412,52,57
8413,Student_8413,52,60
8414,Student_8414,81,81
8415,Student_8415,82,77
8416,Student_8416,83,55
8417,Student_8417,90,90
8418,Student_8418,86,94
8419,Student_8419,69,89
8420,Student_8420,87,63
8421,Student_8421,75,54
8422,Student_8422,69,72
8423,Student_8423,63,68
8424,Student_8424,55,71
8425,Student_8425,53,64
8426,Student_8426,75,92
8427,Student_8427,92,76
8428,Student_8428,70,76
8429,Student_8429,64,77
8430,Student_8430,54,96
8431,Student_8431,92,68
8432,Student_8432,96,72
8433,Student_8433,56,51
8434,Student_8434,56,73
8435,Student_8435,57,96
8436,Student_8436,56,74
8437,Student_8437,76,91
8438,Student_8438,97,72
8439,Student_8439,71,97
8440,Student_8440,87,54
8441,Student_8441,79,59
8442,Student_8442,63,95
8443,Student_8443,71,88
8444,Student_8444,70,69
8445,Student_8445,86,70
8446,Student_8446,92,75
8447,Student_8447,95,86
8448,Student_8448,97,50
8449,Student_8449,97,85
8450,Student_8450,57,89
8451,Student_8451,61,78
8452,Student_8452,62,82
8453,Student_8453,96,80
8454,Student_8454,80,79
8455,Student_8455,82,58
8456,Student_8456,100,76
8457,Student_8457,52,94
8458,Student_8458,100,87
8459,Student_8459,79,61
8460,Student_8460,66,80
8461,Student_8461,68,100
8462,Student_8462,66,83
8463,Student_8463,57,94
8464,Student_8464,92,77
8465,Student_8465,78,94
8466,Student_8466,53,88
8467,Student_8467,100,60
8468,Student_8468,76,86
8469,Student_8469,70,87
8470,Student_8470,99,91
8471,Student_8471,52,86
8472,Student_8472,95,76
8473,Student_8473,66,50
8474,Student_8474,71,68
8475,Student_8475,90,60
8476,Student_8476,67,64
8477,Student_8477,65,51
8478,Student_8478,83,52
8479,Student_8479,93,61
8480,Student_8480,51,85
8481,Student_8481,57,84
8482,Student_8482,97,82
8483,Student_8483,82,57
8484,Student_8484,81,57
8485,Student_8485,97,90
8486,Student_8486,50,83
8487,Student_8487,62,66
8488,Student_8488,50,99
8489,Student_8489,77,79
8490,Student_8490,74,87
8491,Student_8491,50,68
8492,Student_8492,99,82
8493,Student_8493,68,65
8494,Student_8494,53,50
8495,Student_8495,96,81
8496,Student_8496,73,83
8497,Student_8497,60,51
8498,Student_8498,91,63
8499,Student_8499,93,89
8500,Student_8500,97,85
8501,Student_8501,55,98
8502,Student_8502,55,80
8503,Student_8503,70,70
8504,Student_8504,72,81
8505,Student_8505,66,76
8506,Student_8506,93,61
8507,Student_8507,61,74
8508,Student_8508,91,88
8509,Student_8509,59,69
8510,Student_8510,58,85
8511,Student_8511,81,87
8512,Student_8512,76,94
8513,Student_8513,50,92
8514,Student_8514,52,66
8515,Student_8515,76,79
8516,Student_8516,66,64
8517,Student_8517,53,91
8518,Student_8518,72,72
8519,Student_8519,80,83
8520,Student_8520,82,61
8521,Student_8521,63,86
8522,Student_8522,50,63
8523,Student_8523,60,68
8524,Student_8524,82,65
8525,Student_8525,56,81
8526,Student_8526,60,67
8527,Student_8527,60,56
8528,Student_8528,73,95
8529,Student_8529,61,59
8530,Student_8530,72,90
8531,Student_8531,76,54
8532,Student_8532,59,52
8533,Student_8533,60,82
8534,Student_8534,76,90
8535,Student_8535,95,64
8536,Student_8536,72,67
8537,Student_8537,66,83
8538,Student_8538,82,80
8539,Student_8539,83,51
8540,Student_8540,79,93
8541,Student_8541,86,77
8542,Student_8542,57,81
8543,Student_8543,82,82
8544,Student_8544,96,63
8545,Student_8545,64,89
8546,Student_8546,70,88
8547,Student_8547,98,94
8548,Student_8548,81,64
8549,Student_8549,94,53
8550,Student_8550,81,95
8551,Student_8551,77,89
8552,Student_8552,54,83
8553,Student_8553,88,62
8554,Student_8554,74,100
8555,Student_8555,67,77
8556,Student_8556,69,65
8557,Student_8557,73,67
8558,Student_8558,84,67
8559,Student_8559,83,86
8560,Student_8560,83,56
8561,Student_8561,65,76
8562,Student_8562,58,92
8563,Student_8563,83,100
8564,Student_8564,90,57
8565,Student_8565,86,93
8566,Student_8566,91,77
8567,Student_8567,100,80
8568,Student_8568,87,83
8569,Student_8569,60,92
8570,Student_8570,99,58
8571,Student_8571,94,94
8572,Student_8572,53,89
8573,Student_8573,73,99
8574,Student_8574,85,65
8575,Student_8575,57,58
8576,Student_8576,68,95
8577,Student_8577,92,78
8578,Student_8578,75,84
8579,Student_8579,87,58
8580,Student_8580,62,81
8581,Student_8581,100,56
8582,Student_8582,53,63
8583,Student_8583,79,57
8584,Student_8584,55,52
8585,Student_8585,59,96
8586,Student_8586,78,54
8587,Student_8587,80,73
8588,Student_8588,83,84
8589,Student_8589,82,91
8590,Student_8590,89,58
8591,Student_8591,94,79
8592,Student_8592,75,76
8593,Student_8593,97,76
8594,Student_8594,79,86
8595,Student_8595,53,99
8596,Student_8596,93,79
8597,Student_8597,55,95
8598,Student_8598,50,98
8599,Student_8599,62,59
8600,Student_8600,91,68
8601,Student_8601,76,91
8602,Student_8602,55,77
8603,Student_8603,62,57
8604,Student_8604,55,86
8605,Student_8605,97,88
8606,Student_8606,85,73
8607,Student_8607,74,68
8608,Student_8608,78,52
8609,Student_8609,72,56
8610,Student_8610,85,88
8611,Student_8611,63,60
8612,Student_8612,96,91
8613,Student_8613,59,83
8614,Student_8614,97,66
8615,Student_8615,92,79
8616,Student_8616,97,64
8617,Student_8617,71,59
8618,Student_8618,85,50
8619,Student_8619,87,89
8620,Student_8620,56,70
8621,Student_8621,85,64
8622,Student_8622,64,89
8623,Student_8623,57,73
8624,Student_8624,55,88
8625,Student_8625,77,54
8626,Student_8626,84,97
8627,Student_8627,66,79
8628,Student_8628,86,61
8629,Student_8629,81,94
8630,Student_8630,54,85
8631,Student_8631,86,51
8632,Student_8632,60,99
8633,Student_8633,89,59
8634,Student_8634,60,93
8635,Student_8635,100,73
8636,Student_8636,60,62
8637,Student_8637,81,87
8638,Student_8638,86,91
8639,Student_8639,73,65
8640,Student_8640,64,70
8641,Student_8641,54,52
8642,Student_8642,57,67
8643,Student_8643,77,78
8644,Student_8644,94,64
8645,Student_8645,77,68
8646,Student_8646,61,82
8647,Student_8647,69,67
8648,Student_8648,59,53
8649,Student_8649,85,72
8650,Student_8650,73,76
8651,Student_8651,69,85
8652,Student_8652,79,75
8653,Student_8653,97,70
8654,Student_8654,64,79
8655,Student_8655,70,99
8656,Student_8656,90,54
8657,Student_8657,52,51
8658,Student_8658,65,100
8659,Student_8659,100,94
8660,Student_8660,89,92
8661,Student_8661,67,77
8662,Student_8662,64,72
8663,Student_8663,77,65
8664,Student_8664,97,97
8665,Student_8665,77,85
8666,Student_8666,99,65
8667,Student_8667,60,66
8668,Student_8668,67,90
8669,Student_8669,87,51
8670,Student_8670,56,80
8671,Student_8671,64,95
8672,Student_8672,78,81
8673,Student_8673,80,85
8674,Student_8674,66,99
8675,Student_8675,59,67
8676,Student_8676,69,78
8677,Student_8677,73,84
8678,Student_8678,91,61
8679,Student_8679,74,94
8680,Student_8680,58,99
8681,Student_8681,68,72
8682,Student_8682,62,98
8683,Student_8683,50,73
8684,Student_8684,89,80
8685,Student_8685,72,83
8686,Student_8686,96,74
8687,Student_8687,59,92
8688,Student_8688,97,82
8689,Student_8689,88,70
8690,Student_8690,94,89
8691,Student_8691,76,67
8692,Student_8692,60,77
8693,Student_8693,90,62
8694,Student_8694,93,100
8695,Student_8695,73,69
8696,Student_8696,85,55
8697,Student_8697,64,71
8698,Student_8698,71,95
8699,Student_8699,99,89
8700,Student_8700,55,86
8701,Student_8701,86,100
8702,Student_8702,89,67
8703,Student_8703,60,98
8704,Student_8704,96,69
8705,Student_8705,52,70
8706,Student_8706,85,50
8707,Student_8707,84,51
8708,Student_8708,85,85
8709,Student_8709,76,80
8710,Student_8710,57,77
8711,Student_8711,86,76
8712,Student_8712,66,85
8713,Student_8713,74,81
8714,Student_8714,75,64
8715,Student_8715,56,55
8716,Student_8716,51,74
8717,Student_8717,90,59
8718,Student_8718,76,92
8719,Student_8719,72,64
8720,Student_8720,97,76
8721,Student_8721,54,84
8722,Student_8722,60,91
8723,Student_8723,64,86
8724,Student_8724,53,77
8725,Student_8725,81,81
8726,Student_8726,59,61
8727,Student_8727,93,96
8728,Student_8728,84,81
8729,Student_8729,66,81
8730,Student_8730,96,59
8731,Student_8731,60,79
8732,Student_8732,95,56
8733,Student_8733,76,83
8734,Student_8734,98,90
8735,Student_8735,90,56
8736,Student_8736,65,56
8737,Student_8737,78,93
8738,Student_8738,66,70
8739,Student_8739,98,53
8740,Student_8740,70,91
8741,Student_8741,76,64
8742,Student_8742,95,52
8743,Student_8743,95,57
8744,Student_8744,99,83
8745,Student_8745,94,93
8746,Student_8746,75,88
8747,Student_8747,100,63
8748,Student_8748,85,69
8749,Student_8749,61,97
8750,Student_8750,78,84
8751,Student_8751,72,55
8752,Student_8752,54,91
8753,Student_8753,65,65
8754,Student_8754,50,79
8755,Student_8755,56,51
8756,Student_8756,50,52
8757,Student_8757,88,66
8758,Student_8758,60,94
8759,Student_8759,100,78
8760,Student_8760,81,85
8761,Student_8761,55,91
8762,Student_8762,95,87
8763,Student_8763,58,53
8764,Student_8764,96,57
8765,Student_8765,89,89
8766,Student_8766,98,56
8767,Student_8767,52,59
8768,Student_8768,69,58
8769,Student_8769,89,93
8770,Student_8770,100,55
8771,Student_8771,67,91
8772,Student_8772,95,56
8773,Student_8773,56,99
8774,Student_8774,60,51
8775,Student_8775,88,73
8776,Student_8776,67,99
8777,Student_8777,86,63
8778,Student_8778,88,59
8779,Student_8779,89,59
8780,Student_8780,61,73
8781,Student_8781,55,68
8782,Student_8782,60,77
8783,Student_8783,61,59
8784,Student_8784,65,81
8785,Student_8785,73,87
8786,Student_8786,64,87
8787,Student_8787,58,68
8788,Student_8788,70,99
8789,Student_8789,93,57
8790,Student_8790,76,77
8791,Student_8791,93,79
8792,Student_8792,52,54
8793,Student_8793,77,70
8794,Student_8794,81,84
8795,Student_8795,65,79
8796,Student_8796,91,93
8797,Student_8797,70,67
8798,Student_8798,73,65
8799,Student_8799,82,96
8800,Student_8800,93,50
8801,Student_8801,63,95
8802,Student_8802,85,75
8803,Student_8803,71,75
8804,Student_8804,56,75
8805,Student_8805,98,59
8806,Student_8806,96,89
8807,Student_8807,100,56
8808,Student_8808,58,50
8809,Student_8809,59,79
8810,Student_8810,51,87
8811,Student_8811,54,83
8812,Student_8812,77,71
8813,Student_8813,79,95
8814,Student_8814,55,100
8815,Student_8815,84,77
8816,Student_8816,51,68
8817,Student_8817,95,52
8818,Student_8818,100,64
8819,Student_8819,90,74
8820,Student_8820,88,54
8821,Student_8821,97,98
8822,Student_8822,72,56
8823,Student_8823,79,95
8824,Student_8824,78,80
8825,Student_8825,51,83
8826,Student_8826,88,93
8827,Student_8827,87,82
8828,Student_8828,55,95
8829,Student_8829,89,90
8830,Student_8830,58,62
8831,Student_8831,95,70
8832,Student_8832,88,92
8833,Student_8833,65,82
8834,Student_8834,62,59
8835,Student_8835,56,82
8836,Student_8836,63,71
8837,Student_8837,88,53
8838,Student_8838,90,64
8839,Student_8839,65,66
8840,Student_8840,83,77
8841,Student_8841,61,96
8842,Student_8842,60,89
8843,Student_8843,60,70
8844,Student_8844,50,90
8845,Student_8845,56,54
8846,Student_8846,54,89
8847,Student_8847,68,54
8848,Student_8848,99,57
8849,Student_8849,67,75
8850,Student_8850,70,65
8851,Student_8851,85,78
8852,Student_8852,60,95
8853,Student_8853,91,60
8854,Student_8854,65,60
8855,Student_8855,94,55
8856,Student_8856,60,64
8857,Student_8857,75,67
8858,Student_8858,99,52
8859,Student_8859,50,60
8860,Student_8860,50,84
8861,Student_8861,82,71
8862,Student_8862,63,51
8863,Student_8863,79,92
8864,Student_8864,50,79
8865,Student_8865,100,68
8866,Student_8866,92,80
8867,Student_8867,76,72
8868,Student_8868,63,92
8869,Student_8869,70,77
8870,Student_8870,90,57
8871,Student_8871,63,59
8872,Student_8872,58,79
8873,Student_8873,54,93
8874,Student_8874,76,54
8875,Student_8875,76,54
8876,Student_8876,98,75
8877,Student_8877,98,68
8878,Student_8878,96,90
8879,Student_8879,88,60
8880,Student_8880,67,77
8881,Student_8881,59,73
8882,Student_8882,57,91
8883,Student_8883,56,50
8884,Student_8884,53,96
8885,Student_8885,77,89
8886,Student_8886,100,86
8887,Student_8887,54,93
8888,Student_8888,67,75
8889,Student_8889,82,93
8890,Student_8890,70,73
8891,Student_8891,79,83
8892,Student_8892,89,64
8893,Student_8893,77,86
8894,Student_8894,93,100
8895,Student_8895,93,70
8896,Student_8896,77,99
8897,Student_8897,96,56
8898,Student_8898,89,65
8899,Student_8899,96,98
8900,Student_8900,68,70
8901,Student_8901,57,73
8902,Student_8902,51,73
8903,Student_8903,91,56
8904,Student_8904,62,68
8905,Student_8905,97,73
8906,Student_8906,99,85
8907,Student_8907,79,52
8908,Student_8908,61,67
8909,Student_8909,76,98
8910,Student_8910,96,55
8911,Student_8911,97,57
8912,Student_8912,70,68
8913,Student_8913,73,93
8914,Student_8914,56,57
8915,Student_8915,59,73
8916,Student_8916,66,91
8917,Student_8917,94,64
8918,Student_8918,80,67
8919,Student_8919,80,90
8920,Student_8920,98,80
8921,Student_8921,82,61
8922,Student_8922,93,64
8923,Student_8923,71,84
8924,Student_8924,96,65
8925,Student_8925,93,52
8926,Student_8926,68,69
8927,Student_8927,95,64
8928,Student_8928,61,74
8929,Student_8929,54,83
8930,Student_8930,99,90
8931,Student_8931,72,73
8932,Student_8932,93,80
8933,Student_8933,62,90
8934,Student_8934,51,99
8935,Student_8935,74,86
8936,Student_8936,89,60
8937,Student_8937,94,70
8938,Student_8938,67,53
8939,Student_8939,82,63
8940,Student_8940,63,82
8941,Student_8941,50,85
8942,Student_8942,52,100
8943,Student_8943,58,84
8944,Student_8944,52,87
8945,Student_8945,53,66
8946,Student_8946,98,52
8947,Student_8947,53,59
8948,Student_8948,50,93
8949,Student_8949,100,69
8950,Student_8950,78,71
8951,Student_8951,96,55
8952,Student_8952,68,69
8953,Student_8953,77,65
8954,Student_8954,80,93
8955,Student_8955,69,61
8956,Student_8956,98,81
8957,Student_8957,100,88
8958,Student_8958,95,96
8959,Student_8959,79,64
8960,Student_8960,66,61
8961,Student_8961,96,79
8962,Student_8962,78,97
8963,Student_8963,87,59
8964,Student_8964,70,55
8965,Student_8965,55,83
8966,Student_8966,73,95
8967,Student_8967,53,83
8968,Student_8968,86,70
8969,Student_8969,79,75
8970,Student_8970,51,62
8971,Student_8971,54,59
8972,Student_8972,63,51
8973,Student_8973,83,94
8974,Student_8974,77,75
8975,Student_8975,80,88
8976,Student_8976,75,72
8977,Student_8977,93,71
8978,Student_8978,65,74
8979,Student_8979,66,83
8980,Student_8980,82,83
8981,Student_8981,76,86
8982,Student_8982,54,100
8983,Student_8983,50,79
8984,Student_8984,76,65
8985,Student_8985,64,96
8986,Student_8986,78,84
8987,Student_8987,73,63
8988,Student_8988,50,85
8989,Student_8989,70,64
8990,Student_8990,51,99
8991,Student_8991,95,74
8992,Student_8992,59,76
8993,Student_8993,98,63
8994,Student_8994,88,87
8995,Student_8995,88,63
8996,Student_8996,72,75
8997,Student_8997,50,75
8998,Student_8998,53,56
8999,Student_8999,98,95
9000,Student_9000,80,65
9001,Student_9001,64,70
9002,Student_9002,76,54
9003,Student_9003,96,63
9004,Student_9004,80,84
9005,Student_9005,100,90
9006,Student_9006,99,68
9007,Student_9007,90,97
